"TEST_HEADER_START","Data source","Date","Time","Start Timestamp","End Timestamp","Specimen identifier","TEST_HEADER_END","SPECIMEN_HEADER_START","Specimen type","Thickness (mm)","Area (sq mm)","Axial Gauge Length (mm)","Transverse Gauge Length (mm)","Grip Separation (mm)","SPECIMEN_HEADER_END","RESULTS_HEADER_START","Extension at 0.000 N (mm) ","Load at Break (N) ","Load at 0.00% Disp (N) ","RESULTS_HEADER_END"
"TEST_INFO_START","19-2026-01-08-15-21-42.mtwData","2026-01-08","15:21:42","2026-01-08 15:21:42.233","2026-01-08 15:21:42.282","19","TEST_INFO_END","SPECIMEN_INFO_START","Thickness",1.82,999999.9,7.6199994,7.6199994,27.810001,"SPECIMEN_INFO_END","RESULTS_INFO_START","0.000","-0.040","RESULTS_INFO_END"

"Time","Load (N)","Position (mm)","Control Out (V)"
0.0,-0.039999865,0.0,0.19349326
0.010124999564141035,-0.027999906,0.0,0.19471404
0.020125000271946192,-0.007999972,0.0,0.19593482
0.030124998185783625,-0.019999932,0.0,0.1971556
0.040124999824911356,-0.019999932,0.0,0.19837637
0.05012500146403909,-0.015999945,0.0,0.19959715
0.06012499937787652,-0.03599988,0.0,0.20081793
0.07012500101700425,-0.023999918,0.0,0.2020387
0.08012499893084168,-0.03599988,0.0,0.20325948
0.09012499684467912,-0.03599988,0.0,0.20448026
0.10012500220909715,-0.04399985,0.0,0.20570104
0.11012500012293458,-0.015999945,0.0,0.20692182
0.12012499803677201,-0.003999986,0.0,0.2081426
0.13012499595060945,-0.04399985,0.0,0.20936337
0.14012500131502748,-0.023999918,0.0,0.21058415
0.1501250066794455,-0.015999945,0.0,0.21058415
0.16012499714270234,-0.04399985,0.0,0.2130257
0.17012500250712037,-0.03199989,0.0,0.2130257
0.1801249929703772,-0.011999959,0.0,0.21546726
0.19012499833479524,-0.023999918,0.0,0.21546726
0.20012500369921327,-0.04399985,0.0,0.21668804
0.2101249941624701,-0.03199989,0.0,0.21790881
0.22012499952688813,-0.03199989,0.0,0.21912959
0.23012500489130616,-0.051999822,0.0,0.22035037
0.240124995354563,-0.023999918,0.0,0.22157115
0.25012498581781983,-0.015999945,0.0,0.22279193
0.26012500608339906,-0.03599988,0.0,0.2240127
0.2701249965466559,-0.047999837,0.0,0.22523348
0.28012498700991273,-0.03599988,0.0,0.22645426
0.29012500727549195,-0.027999906,0.0,0.22767504
0.3001249977387488,-0.039999865,0.0,0.22889581
0.3101249882020056,-0.027999906,0.0,0.23011659
0.32012500846758485,-0.03199989,0.0,0.23011659
0.3301249989308417,-0.05599981,0.0,0.23255815
0.3401249893940985,-0.039999865,0.0,0.23255815
0.35012500965967774,-0.027999906,0.0,0.2349997
0.3601250001229346,-0.047999837,0.0,0.2349997
0.3701249905861914,-0.051999822,0.0,0.23622048
0.38012501085177064,-0.03599988,0.0,0.23744126
0.3901250013150275,-0.03199989,0.0,0.23866203
0.4001249917782843,-0.051999822,0.0,0.23988281
0.41012501204386353,-0.047999837,0.0,0.24110359
0.42012500250712037,-0.039999865,0.0,0.24232437
0.4301249929703772,-0.06399978,0.0,0.24354514
0.44012501323595643,-0.03199989,0.0,0.24476592
0.45012500369921327,-0.023999918,0.0,0.2459867
0.4601249941624701,-0.03599988,0.0,0.24720748
0.4701250144280493,-0.04399985,0.0,0.24842826
0.48012500489130616,-0.03199989,0.0,0.24964903
0.490124995354563,-0.047999837,0.0,0.24964903
0.5001250156201422,-0.059999794,0.0,0.25209057
0.5101250060833991,-0.023999918,0.0,0.25209057
0.5201249965466559,-0.011999959,0.0,0.25453213
0.5301249870099127,-0.05599981,0.0,0.25453213
0.5401249774731696,-0.047999837,0.0,0.25575292
0.5501250275410712,-0.03199989,0.0,0.25697368
0.560125018004328,-0.051999822,6.7370755E-5,0.25819448
0.5701250084675848,-0.04399985,6.7370755E-5,0.25941524
0.5801249989308417,-0.03199989,6.7370755E-5,0.26063603
0.5901249893940985,-0.019999932,6.7370755E-5,0.2618568
0.6001249798573554,-0.05599981,6.7370755E-5,0.2618568
0.6101249703206122,-0.03599988,6.7370755E-5,0.26429835
0.6201250203885138,-0.015999945,6.7370755E-5,0.26429835
0.6301250108517706,-0.06399978,6.7370755E-5,0.26551914
0.6401250013150275,-0.04399985,6.7370755E-5,0.2667399
0.6501249917782843,-0.019999932,6.7370755E-5,0.2679607
0.6601249822415411,-0.03199989,6.7370755E-5,0.26918146
0.670124972704798,-0.047999837,6.7370755E-5,0.27040225
0.6801250227726996,-0.03599988,6.7370755E-5,0.27162302
0.6901250132359564,-0.027999906,6.7370755E-5,0.2728438
0.7001250036992133,-0.047999837,1.3474151E-4,0.27406457
0.7101249941624701,-0.039999865,1.3474151E-4,0.27528536
0.7201249846257269,-0.003999986,1.3474151E-4,0.27528536
0.7301249750889838,-0.03599988,1.3474151E-4,0.27772692
0.7401250251568854,-0.027999906,1.3474151E-4,0.27772692
0.7501250156201422,-0.027999906,1.3474151E-4,0.28016847
0.7601250060833991,-0.039999865,1.3474151E-4,0.28016847
0.7701249965466559,-0.03199989,2.0211225E-4,0.28138924
0.7801249870099127,-0.015999945,2.0211225E-4,0.28261003
0.7901249774731696,0.0,2.0211225E-4,0.2838308
0.8001250275410712,-0.011999959,2.0211225E-4,0.28505158
0.810125018004328,-0.003999986,2.0211225E-4,0.28505158
0.8201250084675848,-0.003999986,2.6948302E-4,0.28627235
0.8301249989308417,-0.019999932,2.6948302E-4,0.28749314
0.8401249893940985,0.003999986,3.3685373E-4,0.2887139
0.8501249798573554,0.03599988,3.3685373E-4,0.2899347
0.8601249703206122,0.047999837,4.042245E-4,0.29115546
0.8701250203885138,0.03599988,4.042245E-4,0.29115546
0.8801250108517706,0.051999822,4.7159527E-4,0.29237625
